recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP04683,322,10,66,17,8,7,1075,87,36,16,23,16
RCP04684,396,39,69,38,13,4,924,46,14,11,26,11
RCP04685,672,32,71,20,4,10,609,10,19,34,8,29
RCP04686,725,19,50,24,9,5,271,0,23,6,20,32
RCP04687,430,46,48,27,11,2,262,94,20,54,26,10
RCP04688,295,25,39,17,10,2,1370,0,23,39,19,25
RCP04689,504,7,33,20,7,13,1092,7,26,7,18,13
RCP04690,408,39,58,22,13,2,1284,24,23,25,5,14
RCP04691,272,25,53,19,3,17,851,22,39,43,27,19
RCP04692,724,32,57,37,12,10,738,3,6,31,26,23
RCP04693,406,25,47,23,6,12,1342,23,36,36,24,12
RCP04694,204,17,48,23,13,9,1365,76,14,8,6,37
RCP04695,281,33,55,28,10,8,247,11,26,48,21,16
RCP04696,246,42,63,23,10,10,814,72,6,24,18,10
RCP04697,447,31,56,34,2,15,1271,10,22,8,11,23
RCP04698,677,40,68,36,12,10,816,0,32,48,9,17
RCP04699,279,41,33,27,4,16,1440,53,29,24,24,31
RCP04700,371,27,61,26,6,3,871,27,34,54,5,30
RCP04701,308,7,30,19,2,2,1255,50,35,12,20,34
RCP04702,254,35,73,16,7,10,979,85,27,16,11,18
RCP04703,451,24,62,38,7,12,1193,44,37,10,6,26
RCP04704,749,14,59,14,14,19,790,48,39,49,28,28
RCP04705,171,11,67,10,5,11,1455,0,15,17,17,10
RCP04706,496,29,49,37,13,14,1283,90,27,32,21,31
RCP04707,246,49,54,26,12,14,733,78,18,28,20,32
RCP04708,446,15,63,27,3,19,1294,0,32,43,11,31
RCP04709,359,29,74,34,3,15,397,96,34,27,15,17
RCP04710,674,44,35,33,2,10,646,94,10,48,27,39
RCP04711,493,49,39,28,2,16,370,32,10,9,13,17
RCP04712,327,28,33,37,12,18,374,52,5,38,6,37
RCP04713,236,48,39,34,13,8,554,8,5,44,25,26
RCP04714,634,32,68,35,13,6,730,33,31,53,14,37
RCP04715,549,36,77,15,6,5,1008,5,29,11,10,38
RCP04716,296,15,40,15,12,11,690,68,11,38,12,26
RCP04717,312,44,71,26,9,5,290,0,36,11,23,32
RCP04718,705,24,75,16,13,15,725,77,14,31,14,27
RCP04719,477,25,49,28,4,8,217,18,20,31,6,18
RCP04720,629,38,37,23,3,10,855,58,39,11,9,35
RCP04721,442,32,41,22,7,12,849,20,20,25,14,23
RCP04722,684,36,39,26,3,17,1127,1,16,18,19,23
RCP04723,337,7,49,14,12,9,1097,0,12,37,16,34
RCP04724,332,25,62,27,4,19,1471,0,29,37,25,17
RCP04725,484,8,50,16,7,11,1088,0,39,58,11,24
RCP04726,247,45,41,36,3,19,1398,69,34,11,20,27
RCP04727,257,21,39,35,12,7,929,0,12,18,21,22
RCP04728,786,33,34,33,5,2,881,84,23,21,7,18
RCP04729,489,47,64,22,5,12,472,69,20,19,5,19
RCP04730,378,48,63,19,13,6,528,66,37,14,24,20
RCP04731,795,47,75,34,2,13,465,16,29,41,10,37
RCP04732,440,10,49,29,3,6,602,96,18,22,5,22
RCP04733,736,11,47,24,2,8,1057,31,35,12,22,33
RCP04734,476,19,37,12,4,8,583,0,36,38,17,34
RCP04735,476,28,33,18,11,9,301,38,12,24,13,27
RCP04736,759,43,32,24,6,10,1469,0,22,27,26,36
RCP04737,152,35,52,33,13,6,717,35,26,24,21,38
RCP04738,528,27,51,17,5,15,916,0,31,16,24,31
RCP04739,545,37,79,21,13,2,780,47,35,29,11,19
RCP04740,595,20,79,39,6,14,1374,77,13,59,5,18
RCP04741,530,35,38,21,7,2,562,73,16,50,18,27
RCP04742,388,20,57,36,7,14,722,33,15,7,26,11
RCP04743,790,35,73,39,2,10,648,28,36,30,6,22
RCP04744,766,21,40,31,4,15,1304,18,29,43,7,16
RCP04745,212,11,53,27,11,6,806,27,36,46,26,21
RCP04746,403,25,60,34,13,4,1153,75,36,44,26,37
RCP04747,382,41,76,27,9,12,1042,42,22,8,18,21
RCP04748,649,41,70,17,13,13,615,37,27,19,23,19
RCP04749,736,21,41,30,8,16,770,3,39,10,7,23
RCP04750,683,37,35,32,5,9,577,49,20,34,29,15
RCP04751,710,16,79,15,4,14,1495,73,13,27,13,31
RCP04752,480,10,71,15,11,3,1463,0,12,10,15,10
RCP04753,744,40,38,39,14,5,1451,64,5,24,14,14
RCP04754,510,44,33,37,8,2,675,44,37,18,25,13
RCP04755,300,24,49,38,11,7,483,80,36,21,28,22
RCP04756,265,13,64,13,4,7,1212,15,32,21,8,33
RCP04757,432,17,61,10,2,13,921,44,14,17,21,28
RCP04758,594,40,62,39,7,5,988,40,35,28,5,22
RCP04759,686,5,33,20,10,3,1263,62,38,31,20,17
RCP04760,722,13,59,26,11,7,863,94,17,58,15,20
RCP04761,540,37,50,24,6,12,254,21,18,44,23,38
RCP04762,690,7,61,17,6,12,650,97,33,6,22,33
RCP04763,601,32,56,20,9,19,1432,17,31,41,14,20
RCP04764,226,7,64,28,2,15,302,22,35,49,15,38
RCP04765,361,35,47,25,10,2,461,60,36,58,21,26
RCP04766,369,35,69,32,7,11,406,5,11,46,7,13
RCP04767,181,18,75,20,14,8,1167,79,29,29,18,11
RCP04768,313,9,30,17,12,12,921,77,15,35,6,34
RCP04769,405,11,61,17,11,17,936,86,13,25,17,10
RCP04770,498,16,68,21,11,15,1043,59,9,47,5,13
RCP04771,454,13,35,28,2,15,306,45,23,26,10,39
RCP04772,445,38,66,35,13,6,848,0,21,57,16,11
RCP04773,563,18,33,15,8,17,1370,18,32,34,8,12
RCP04774,785,47,65,38,9,10,1180,45,7,27,12,32
RCP04775,283,30,42,33,2,18,952,55,17,39,7,18
RCP04776,426,49,63,15,12,13,1453,40,17,30,15,34
RCP04777,518,22,32,34,6,18,1498,86,25,47,18,19
RCP04778,692,35,66,15,6,6,334,98,24,37,21,14
RCP04779,291,32,33,29,11,16,1195,69,28,30,22,25
RCP04780,667,30,36,37,13,14,841,88,30,13,16,11
RCP04781,542,43,52,29,3,9,1358,31,11,57,12,36
RCP04782,740,7,58,18,14,8,357,68,38,20,16,11
RCP04783,566,49,60,39,4,10,1374,41,30,19,14,30
RCP04784,604,32,75,23,13,17,1491,47,35,20,6,27
RCP04785,662,22,35,18,5,10,216,52,24,14,16,21
RCP04786,797,27,32,17,5,7,1467,75,37,28,28,14
RCP04787,482,12,62,21,3,14,225,8,33,12,22,26
RCP04788,658,14,72,25,3,11,503,82,29,48,19,20
RCP04789,689,38,30,23,14,8,1061,88,33,17,13,33
RCP04790,563,26,64,25,13,3,1254,36,7,30,18,13
RCP04791,182,23,75,37,9,5,1446,16,6,31,27,20
RCP04792,765,23,67,20,7,12,1014,63,17,49,16,15
RCP04793,321,31,61,27,9,17,890,21,13,55,15,28
RCP04794,799,8,42,21,6,8,210,65,11,46,26,24
RCP04795,350,40,40,16,4,11,699,2,18,29,28,37
RCP04796,430,38,67,32,14,12,914,3,26,52,8,33
RCP04797,798,12,76,20,7,5,221,0,8,57,19,11
RCP04798,647,39,30,32,7,12,1102,24,25,11,28,15
RCP04799,181,47,58,39,9,18,681,92,8,25,13,28
RCP04800,612,9,62,24,10,10,331,91,20,43,5,21
RCP04801,525,20,58,33,8,4,908,74,14,5,25,27
RCP04802,653,24,58,28,4,18,457,77,31,22,10,30
RCP04803,736,25,60,27,11,14,457,69,29,42,12,29
RCP04804,266,16,79,25,4,18,849,33,13,55,23,26
RCP04805,753,40,62,21,11,6,656,5,35,9,9,21
RCP04806,312,22,35,19,11,16,1219,32,9,12,14,33
RCP04807,580,17,41,18,11,3,205,34,38,32,25,23
RCP04808,458,11,54,25,12,8,1024,1,21,45,7,24
RCP04809,501,35,35,17,5,15,1129,99,30,20,29,34
RCP04810,370,31,67,23,4,15,910,6,22,26,16,29
RCP04811,612,12,49,10,13,11,1321,74,5,17,13,35
RCP04812,567,8,59,12,8,18,700,98,7,30,21,11
RCP04813,394,20,36,15,4,12,275,39,7,15,23,16
RCP04814,399,32,30,21,2,3,1349,6,24,37,8,15
RCP04815,274,40,64,21,9,15,215,12,30,39,18,26
RCP04816,787,11,39,17,12,16,860,0,27,34,28,33
RCP04817,412,34,73,19,10,10,1219,73,13,32,16,22
RCP04818,641,26,73,18,10,10,766,36,23,26,6,21
RCP04819,704,25,69,27,11,3,1097,26,31,28,9,16
RCP04820,672,48,45,21,13,19,417,5,22,43,7,34
RCP04821,297,12,31,10,9,4,1360,22,27,56,19,26
RCP04822,567,40,77,24,6,16,327,27,13,36,15,24
RCP04823,427,40,77,36,7,19,1085,43,6,54,17,24
RCP04824,205,44,66,31,8,19,379,15,27,57,27,24
RCP04825,286,42,33,17,2,16,436,93,34,35,25,39
RCP04826,427,31,36,36,6,9,1383,0,30,52,13,12
RCP04827,281,31,56,29,9,3,1241,61,23,30,19,29
RCP04828,586,8,38,27,8,5,489,17,36,42,27,17
RCP04829,159,18,69,22,7,3,454,82,32,22,26,12
RCP04830,483,9,44,23,14,14,1145,32,8,7,28,28
RCP04831,332,44,68,34,6,12,384,66,37,16,6,30
RCP04832,700,6,37,19,13,6,1485,67,34,5,17,35
RCP04833,157,34,39,36,14,7,1319,70,6,10,24,20
RCP04834,308,36,31,17,11,10,1387,92,27,23,24,17
RCP04835,748,12,40,27,8,5,335,75,23,30,23,12
RCP04836,160,46,37,28,7,6,1192,28,23,46,23,19
RCP04837,280,19,59,21,12,14,1032,9,7,29,21,38
RCP04838,230,44,77,26,6,14,332,4,12,31,26,16
RCP04839,718,23,45,35,11,4,375,49,12,28,5,12
RCP04840,257,5,30,14,10,17,265,4,39,47,23,39
RCP04841,418,24,78,27,13,17,321,91,10,6,28,27
RCP04842,418,19,50,23,7,18,470,95,27,47,29,24
RCP04843,268,37,35,27,6,19,977,16,29,42,15,25
RCP04844,375,41,33,31,12,12,811,20,8,53,11,11
RCP04845,736,7,32,21,5,16,1377,81,10,23,22,35
RCP04846,666,34,72,31,4,6,1449,56,16,44,23,22
RCP04847,567,39,53,19,2,13,883,31,22,10,11,22
RCP04848,164,48,41,31,6,14,412,96,22,41,18,23
RCP04849,626,10,43,10,13,17,1229,31,10,11,24,35
RCP04850,473,25,64,19,10,10,299,19,23,32,27,18
RCP04851,218,40,47,37,11,17,698,95,28,58,17,13
RCP04852,261,11,50,23,6,4,1142,18,37,21,24,24
RCP04853,222,45,61,31,11,19,571,11,14,7,17,14
RCP04854,572,13,67,11,4,15,398,52,17,20,7,21
RCP04855,710,49,56,23,9,18,1368,89,29,35,25,26
RCP04856,252,36,69,29,3,9,1093,72,12,48,25,30
RCP04857,281,14,78,28,14,8,291,27,34,59,28,39
RCP04858,445,6,37,18,14,13,815,56,8,31,14,31
RCP04859,499,18,75,13,14,17,772,31,33,15,29,23
RCP04860,465,43,79,29,14,14,1153,82,11,6,23,26
RCP04861,784,28,47,38,2,16,940,12,9,50,8,17
RCP04862,597,44,70,33,3,17,1261,63,17,23,14,13
RCP04863,342,27,49,22,7,18,998,22,11,28,16,25
RCP04864,242,38,40,15,8,8,333,72,16,54,22,15
RCP04865,645,32,35,22,7,11,1336,81,19,8,28,38
RCP04866,365,37,32,15,14,7,350,29,23,15,18,23
RCP04867,191,20,47,26,3,9,981,75,31,36,17,30
RCP04868,508,23,44,24,8,12,827,9,9,7,6,22
RCP04869,278,18,40,18,14,2,956,7,18,57,8,24
RCP04870,676,22,71,35,12,12,1171,7,30,8,24,22
RCP04871,764,38,33,21,14,15,1471,85,36,58,7,20
RCP04872,763,30,67,29,2,3,416,9,17,35,5,22
RCP04873,167,45,70,31,11,15,306,18,12,6,25,32
RCP04874,734,6,51,14,5,5,801,76,31,53,27,38
RCP04875,235,27,37,36,3,6,1071,71,31,59,28,33
RCP04876,772,23,36,36,10,5,1452,7,36,26,8,12
RCP04877,339,43,48,36,3,16,517,19,35,7,24,17
RCP04878,607,12,42,11,11,19,309,12,13,53,14,20
RCP04879,792,38,59,30,6,16,466,36,18,46,12,37
RCP04880,639,12,79,15,3,7,1477,19,14,46,13,26
RCP04881,367,28,30,25,9,6,1095,93,18,6,17,29
RCP04882,496,42,43,16,10,5,785,41,24,31,17,31
RCP04883,210,13,63,20,8,12,1280,59,7,11,14,19
RCP04884,784,31,76,28,5,10,909,69,25,46,24,29
RCP04885,518,34,57,19,3,11,1234,1,6,54,24,16
RCP04886,215,12,58,14,14,9,850,9,6,48,8,37
RCP04887,626,45,42,20,10,3,710,0,36,33,15,32
RCP04888,435,6,75,20,2,17,1300,92,15,25,20,35
RCP04889,171,47,78,37,5,4,255,3,37,20,9,10
RCP04890,314,42,65,34,5,7,1019,89,7,42,9,11
RCP04891,746,27,39,20,8,13,1131,97,29,29,23,30
RCP04892,227,18,36,26,12,11,1173,40,37,34,5,35
RCP04893,494,34,47,31,8,10,355,43,21,30,12,15
RCP04894,221,21,34,27,2,17,469,72,5,19,11,11
RCP04895,539,28,37,22,5,18,757,35,22,25,16,28
RCP04896,595,41,60,21,4,5,1384,0,28,46,13,38
RCP04897,195,24,73,17,13,3,937,41,38,37,27,27
RCP04898,325,10,70,14,2,2,235,62,14,51,26,26
RCP04899,338,7,70,16,11,6,919,17,5,51,5,21
RCP04900,661,11,50,22,2,16,932,53,19,27,28,20
RCP04901,432,45,33,16,12,3,1008,0,35,7,25,14
RCP04902,213,49,38,28,14,2,1062,51,35,57,15,39
RCP04903,386,11,61,27,14,19,863,87,32,56,14,22
RCP04904,693,30,67,17,13,7,470,79,8,36,20,13
RCP04905,791,46,67,22,3,9,403,49,26,41,21,21
RCP04906,285,32,52,39,9,11,385,24,13,48,24,12
RCP04907,539,7,72,29,13,13,1148,0,23,20,23,11
RCP04908,727,41,64,33,14,13,428,31,34,17,16,13
RCP04909,579,16,63,23,3,14,1364,9,21,32,8,20
RCP04910,735,45,54,32,5,11,1452,94,27,26,18,32
RCP04911,363,31,43,24,11,2,1199,96,17,18,14,33
RCP04912,767,13,73,22,5,3,495,20,6,27,8,11
RCP04913,293,27,34,22,3,18,1211,32,35,26,13,22
RCP04914,387,31,40,28,9,12,1054,0,17,33,10,36
RCP04915,325,45,35,19,5,18,1131,39,20,40,6,10
RCP04916,229,19,56,12,7,3,1087,85,8,57,9,15
RCP04917,400,28,39,18,14,10,1451,51,8,59,20,39
RCP04918,195,24,75,38,6,16,630,43,35,54,24,37
RCP04919,611,16,45,10,2,3,1062,91,8,19,13,21
RCP04920,244,48,39,24,4,17,687,26,37,57,6,37
RCP04921,412,40,70,39,10,19,1270,10,36,25,13,12
RCP04922,668,31,78,27,6,16,1319,89,14,8,7,18
RCP04923,564,25,48,28,13,3,1440,96,26,31,11,27
RCP04924,518,36,68,33,10,14,1424,0,34,14,28,23
RCP04925,717,5,67,10,6,7,1096,0,29,11,8,11
RCP04926,329,32,71,35,6,12,561,60,7,19,18,30
RCP04927,269,6,59,21,13,14,913,41,18,13,15,23
RCP04928,751,18,36,16,8,14,1397,85,21,36,7,30
RCP04929,539,44,55,29,9,9,1409,49,5,27,15,16
RCP04930,756,44,61,32,5,4,1410,10,15,21,17,30
RCP04931,629,25,68,23,11,11,781,16,7,54,22,33
RCP04932,528,43,66,21,9,15,1062,7,30,55,16,10
RCP04933,718,27,63,19,11,7,834,84,16,24,19,24
RCP04934,183,27,56,22,5,16,666,26,14,17,21,29
RCP04935,303,46,65,31,14,19,232,37,31,17,25,15
RCP04936,500,37,45,39,10,7,1384,52,10,17,15,22
RCP04937,575,23,74,30,2,19,1190,67,37,16,20,36
RCP04938,183,12,43,28,2,13,335,93,17,32,11,17
RCP04939,654,46,58,26,8,13,883,52,10,33,27,17
RCP04940,255,22,63,18,10,10,1112,56,39,47,26,37
RCP04941,531,36,49,33,9,18,275,10,23,29,12,18
RCP04942,534,6,79,25,13,6,1311,45,17,27,24,23
RCP04943,680,35,61,27,3,6,1164,67,30,10,12,37
RCP04944,691,38,43,15,7,17,393,0,16,17,29,35
RCP04945,282,26,33,27,14,15,768,86,31,20,13,13
RCP04946,340,9,38,17,5,7,1095,93,36,54,23,23
RCP04947,635,47,31,30,3,15,784,0,5,39,25,37
RCP04948,556,13,73,13,13,13,782,21,28,47,9,22
RCP04949,331,9,56,20,4,14,1461,94,8,40,13,26
RCP04950,650,43,46,16,6,5,521,30,18,28,15,26
RCP04951,671,15,56,17,3,12,514,76,16,7,18,21
RCP04952,448,23,59,16,4,10,688,26,10,24,14,21
RCP04953,648,45,71,32,13,6,1438,33,29,24,28,19
RCP04954,239,42,35,28,10,17,323,50,26,47,10,13
RCP04955,628,44,36,34,2,4,1469,74,38,58,26,30
RCP04956,713,35,46,37,5,15,1300,7,16,14,16,23
RCP04957,160,28,62,29,8,11,327,16,35,31,26,14
RCP04958,192,6,57,11,6,12,725,18,34,57,11,19
RCP04959,479,44,74,23,11,13,1120,0,24,22,7,10
RCP04960,662,25,73,37,5,12,1211,10,20,43,13,22
RCP04961,391,7,65,20,9,2,1201,95,25,45,19,37
RCP04962,524,37,77,36,4,7,1144,42,23,46,8,23
RCP04963,544,20,51,30,7,19,1200,20,29,29,22,29
RCP04964,576,32,30,25,10,9,961,61,22,17,6,23
RCP04965,542,16,78,11,10,7,345,14,27,17,17,34
RCP04966,211,24,56,15,9,11,1183,93,10,39,9,10
RCP04967,268,44,75,25,2,17,1379,55,25,57,13,13
RCP04968,407,28,79,26,8,14,212,0,27,40,9,28
RCP04969,314,40,53,27,4,7,608,88,15,41,29,15
RCP04970,462,10,31,14,4,15,483,29,8,46,13,37
RCP04971,677,49,35,26,13,10,1175,67,17,59,17,12
RCP04972,370,42,64,19,8,10,957,8,29,36,29,25
RCP04973,280,27,45,29,14,13,1499,0,19,10,17,27
RCP04974,321,9,79,19,7,11,1216,58,18,56,29,16
RCP04975,508,43,52,29,12,12,796,65,19,25,21,37
RCP04976,448,8,45,25,8,9,886,42,10,14,10,17
RCP04977,659,25,39,24,12,10,365,89,39,34,24,22
RCP04978,488,45,37,35,8,12,1298,27,38,39,10,37
RCP04979,446,44,59,27,4,18,203,56,17,29,24,11
RCP04980,163,38,43,33,7,17,785,88,35,13,12,18
RCP04981,598,17,32,22,9,8,1446,98,13,8,10,20
RCP04982,400,8,49,12,14,17,240,44,33,54,24,33
RCP04983,237,18,55,20,13,15,1152,49,7,43,21,13
RCP04984,728,19,44,24,3,6,916,79,10,40,8,13
RCP04985,274,10,66,27,13,4,1143,96,34,46,17,15
RCP04986,481,30,79,35,2,11,1413,40,7,43,28,38
RCP04987,556,24,51,38,2,7,1460,23,6,44,6,32
RCP04988,326,38,60,18,12,10,1486,63,8,22,19,28
RCP04989,746,36,75,18,3,15,546,67,6,43,13,14
RCP04990,467,42,40,19,4,7,1034,85,26,57,19,10
RCP04991,320,18,51,25,10,16,262,73,7,38,25,11
RCP04992,485,42,34,38,8,4,1197,41,14,25,17,39
RCP04993,190,39,66,25,5,4,1388,19,14,45,9,19
RCP04994,544,48,52,15,11,5,623,6,36,26,18,18
RCP04995,458,7,47,12,3,13,1265,62,24,53,9,39
RCP04996,498,13,38,26,9,2,1097,62,6,5,24,16
RCP04997,592,23,76,15,14,8,1291,14,6,48,18,36
RCP04998,380,20,38,27,9,17,842,44,26,27,25,31
RCP04999,395,22,33,26,5,6,994,41,35,47,10,23
RCP05000,405,20,31,25,14,9,209,61,32,46,23,29
RCP05001,391,12,76,21,13,16,1489,0,10,34,6,19
RCP05002,220,17,51,23,14,17,1012,72,24,6,16,33
RCP05003,553,34,56,22,13,10,406,30,32,8,11,17
RCP05004,238,32,57,25,12,19,1286,0,27,49,8,37
RCP05005,318,11,56,18,3,6,940,0,11,12,9,38
RCP05006,421,7,64,10,10,5,535,42,30,24,27,17
RCP05007,287,11,31,23,4,7,1496,34,36,40,23,30
RCP05008,723,14,43,13,2,16,1146,24,27,42,8,15
RCP05009,750,31,32,30,5,12,898,45,27,51,18,37
RCP05010,439,31,69,31,8,10,661,0,11,32,25,15
RCP05011,195,44,55,35,7,19,739,4,26,22,14,30
RCP05012,629,39,33,37,6,11,781,57,17,5,14,34
RCP05013,185,33,67,23,9,12,446,57,32,23,5,22
RCP05014,517,48,54,23,3,6,1410,11,8,15,10,38
RCP05015,275,35,41,22,11,8,808,94,29,15,12,38
RCP05016,460,29,37,17,13,8,1009,99,29,15,28,39
RCP05017,768,25,32,25,14,17,215,53,6,22,28,10
RCP05018,652,9,30,21,11,16,411,44,23,42,19,26
RCP05019,229,11,38,18,13,13,1411,7,31,44,8,24
RCP05020,317,26,32,20,6,6,1472,51,7,45,26,11
RCP05021,604,43,65,24,10,11,1204,32,38,57,18,15
RCP05022,547,24,42,34,2,16,782,64,36,56,29,11
RCP05023,762,12,35,16,7,16,835,37,26,36,21,33
RCP05024,306,43,55,25,12,14,996,90,8,30,14,38
RCP05025,769,19,49,19,4,7,1026,45,13,24,23,16
RCP05026,686,24,61,21,4,11,453,15,36,45,9,11
RCP05027,364,44,62,18,11,6,1463,81,5,22,9,14
RCP05028,312,33,32,26,8,18,1201,47,17,25,6,32
RCP05029,156,48,38,38,14,12,1315,66,35,31,14,27
RCP05030,314,28,30,36,3,13,904,71,33,26,29,25
RCP05031,688,16,70,22,3,8,1482,18,9,14,11,28
RCP05032,439,37,46,34,11,3,1485,30,13,22,5,15
RCP05033,316,39,65,33,8,17,924,79,37,52,20,23
RCP05034,509,30,31,22,9,17,696,91,31,19,6,24
RCP05035,597,13,53,15,10,17,473,69,6,40,26,24
RCP05036,174,8,35,27,5,12,1303,62,37,22,25,36
RCP05037,615,20,57,39,2,7,473,14,19,14,15,26
RCP05038,308,35,65,27,14,19,1480,18,23,51,20,18
RCP05039,332,23,70,22,11,9,1192,4,14,34,21,27
RCP05040,462,35,31,25,7,7,421,29,23,17,17,26
RCP05041,421,32,46,27,8,18,1071,54,13,52,27,11
RCP05042,701,13,49,27,7,12,1210,60,10,31,14,14
RCP05043,176,39,56,37,7,13,1019,80,22,33,27,37
RCP05044,232,28,75,36,11,4,501,37,33,29,27,20
RCP05045,468,32,60,15,13,18,956,86,12,49,6,37
RCP05046,760,37,45,27,5,13,441,0,33,50,21,38
RCP05047,729,9,65,24,4,2,1489,65,8,33,26,14
RCP05048,390,7,49,11,11,8,1327,75,36,36,22,30
RCP05049,436,10,57,16,11,7,572,46,22,20,7,30
RCP05050,660,43,72,26,12,7,1212,71,26,44,10,33
RCP05051,624,12,56,18,12,9,1138,0,30,34,23,36
RCP05052,262,47,35,31,11,7,381,71,33,54,9,16
RCP05053,650,11,66,24,10,9,531,30,30,9,11,32
RCP05054,343,24,42,25,10,13,738,90,8,14,6,14
RCP05055,251,12,60,20,8,12,563,0,10,43,24,25
RCP05056,655,35,40,39,2,15,1124,20,18,28,6,15
RCP05057,620,8,78,18,2,11,335,0,16,31,7,32
RCP05058,205,25,48,23,3,17,557,75,25,35,27,38
RCP05059,481,20,42,36,6,19,1029,73,39,51,21,31
RCP05060,776,5,64,23,3,2,1229,0,10,20,13,36
RCP05061,263,14,60,14,3,2,306,25,15,32,18,24
RCP05062,759,37,62,39,6,6,1307,19,24,13,24,14
RCP05063,195,34,60,36,13,13,358,1,34,59,18,12
RCP05064,409,5,31,22,12,17,1002,90,20,8,18,28
RCP05065,512,48,78,19,11,18,1047,87,14,33,13,19
RCP05066,702,26,77,26,12,15,1450,74,18,35,24,10
RCP05067,263,45,47,31,6,3,1135,44,35,56,5,21
RCP05068,588,16,61,13,4,16,1458,39,14,13,25,15
RCP05069,615,48,78,28,9,14,1311,50,13,46,16,12
RCP05070,248,15,63,19,4,11,548,25,9,21,12,22
RCP05071,202,6,54,11,10,13,1050,43,15,56,29,27
RCP05072,653,27,67,20,7,8,1277,52,23,49,6,34
RCP05073,282,8,64,19,8,13,1435,0,27,15,26,10
RCP05074,170,27,60,39,4,18,1213,96,28,36,20,36
RCP05075,693,48,30,37,6,9,529,24,34,27,29,11
RCP05076,621,41,63,26,14,12,276,47,34,53,8,12
RCP05077,461,25,47,36,2,3,1118,49,39,52,10,20
RCP05078,627,39,39,32,7,18,700,62,35,43,21,26
RCP05079,765,37,61,29,7,4,276,26,31,20,8,32
RCP05080,624,9,40,12,10,5,1150,81,16,47,23,29
RCP05081,550,34,43,19,11,16,557,0,7,26,25,26
RCP05082,492,29,62,19,7,9,824,50,16,36,23,22
RCP05083,178,17,61,19,8,11,792,79,24,12,9,33
RCP05084,305,14,34,21,2,4,473,49,39,45,15,27
RCP05085,729,12,45,12,8,10,486,90,18,26,18,25
RCP05086,424,24,32,31,4,8,748,1,6,8,15,22
RCP05087,200,43,34,20,11,12,1215,10,27,7,18,20
RCP05088,752,35,61,30,9,14,863,0,24,35,23,26
RCP05089,538,19,76,29,5,6,562,49,38,19,24,25
RCP05090,735,43,56,26,11,8,977,62,33,34,17,37
RCP05091,465,22,61,29,13,11,313,0,10,21,23,23
RCP05092,471,37,64,32,14,4,1004,34,37,54,20,26
RCP05093,185,43,47,35,4,12,1404,38,6,16,26,13
RCP05094,370,23,56,38,13,9,257,49,13,37,16,26
RCP05095,707,6,55,25,9,9,782,62,33,35,14,17
RCP05096,524,26,70,21,4,14,756,66,16,22,12,31
RCP05097,328,13,61,29,14,10,808,18,16,54,26,21
RCP05098,732,16,54,10,2,9,655,14,32,25,16,15
RCP05099,749,34,36,31,7,13,533,71,27,13,25,18
RCP05100,464,39,39,35,10,12,1130,85,12,9,25,17
RCP05101,607,20,52,23,4,14,1349,71,18,59,11,15
RCP05102,250,48,34,29,4,14,954,51,34,37,21,26
RCP05103,303,34,56,36,6,6,495,54,5,59,29,10
RCP05104,618,36,78,21,11,7,621,14,8,27,20,27
RCP05105,238,47,57,17,10,13,496,74,5,41,11,18
RCP05106,734,20,60,34,4,17,785,77,20,56,26,28
RCP05107,779,26,48,30,3,9,1401,11,30,50,6,26
RCP05108,557,23,61,36,7,12,1306,42,21,53,26,27
RCP05109,777,45,38,34,5,16,592,80,10,59,9,37
RCP05110,462,10,62,19,2,9,1497,59,9,23,28,28
RCP05111,751,33,66,32,8,8,467,85,27,15,27,37
RCP05112,347,28,52,31,7,3,856,48,20,31,14,20
RCP05113,590,28,69,17,2,7,416,0,33,54,17,21
RCP05114,456,19,38,21,4,13,990,0,26,47,23,13
RCP05115,717,5,47,11,8,5,933,25,21,47,19,24
RCP05116,330,36,36,29,5,12,395,99,31,5,9,27
RCP05117,737,11,48,25,13,18,226,1,10,15,21,24
RCP05118,577,49,40,15,5,9,1076,65,30,56,17,16
RCP05119,281,32,72,16,12,3,1137,80,24,44,22,13
RCP05120,394,35,48,31,6,5,513,75,36,32,15,22
RCP05121,560,43,30,35,13,12,642,0,16,32,22,39
RCP05122,293,45,63,38,3,9,484,22,18,53,29,31
RCP05123,258,40,49,23,9,11,1470,38,31,51,14,16
RCP05124,561,23,35,15,10,16,629,66,10,24,24,14
RCP05125,642,39,51,34,10,15,1201,69,23,50,23,39
RCP05126,669,38,52,26,10,18,545,77,34,12,9,29
RCP05127,168,12,59,23,10,17,1169,7,21,50,24,33
RCP05128,221,20,65,22,7,9,1398,59,34,37,5,29
RCP05129,638,40,62,35,7,9,362,11,32,51,19,35
RCP05130,514,41,53,25,6,7,294,13,10,40,28,21
RCP05131,604,31,44,15,8,17,446,78,29,17,19,23
RCP05132,210,35,33,32,4,18,1207,93,18,38,10,29
RCP05133,657,15,59,24,4,3,249,57,25,59,15,11
RCP05134,460,5,51,27,5,18,255,67,31,23,6,37
RCP05135,489,20,61,18,3,16,637,15,33,12,7,12
RCP05136,538,40,30,24,5,19,1078,42,35,32,22,10
RCP05137,242,40,49,29,4,5,260,99,36,27,23,35
RCP05138,600,25,74,32,13,4,483,90,15,21,5,34
RCP05139,655,10,52,15,4,5,1114,41,5,27,14,31
